,nombre,tipo,direccion,type2,schuko,ccs2,chademo,cpostal,Nom_Districte,total_punts
518,MAKRO-Barcelona-02,Superficie,49 Carrer Lletra A de la Zona Franca 08040,2,0,0,0,8040,Sants-Montjuïc,2
519,MAKRO-Barcelona-03,Superficie,49 Carrer Lletra A de la Zona Franca 08040,2,0,0,0,8040,Sants-Montjuïc,2
520,MAKRO-Barcelona-04,Superficie,49 Carrer Lletra A de la Zona Franca 08040,2,0,0,0,8040,Sants-Montjuïc,2
521,Factor Energía - RC POLO BCN - Caballerizas,Superficie,8 Carrer del General Batet 08028,2,0,0,0,8028,Sants-Montjuïc,2
522,Hotel Front Marítim,Hotel,69 Passeig de Garcia Fària 08019,2,0,0,0,8019,Sant Martí,2
523,Nissan Sants-Montjuïc,Superficie,65 Passeig de la Zona Franca 08038,0,0,1,1,8038,Sants-Montjuïc,2
524,Mercadona Avinguda de Rio de Janeiro,Tienda,82 Avinguda de Rio de Janeiro 08016,2,0,0,0,8016,Nou Barris,2
525,undefined,Superficie,244 Carrer de la Diputació 08007,2,0,0,0,8007,Eixample,2
526,Mercadona Sardenya 229,Tienda,231 Carrer de Sardenya 08013,2,0,0,0,8013,Eixample,2
527,Allego/ESALLEGO000011,Superficie,51 Carrer de la Ciutat d'Asuncion 08030,0,0,1,1,8030,Sant Andreu,2
528,Allego/ESALLEGO000013,Superficie,379 Carrer de Pere IV 08020,0,0,1,1,8020,Sant Martí,2
529,HOTEL CATALONIA RAMBLAS,Hotel,30 Carrer de Pelai 08001,2,0,0,0,8001,Ciutat Vella,2
530,Hotel Catalonia Barcelona 505,Hotel,503 Carrer de Muntaner 08022,2,0,0,0,8022,Sarrià-St. Gervasi,2
531,Parking Provença 228 - Promoparc,Parking,230 Carrer de Provença 08036,2,0,0,0,8036,Eixample,2
532,Anpora Parking Roger de Flor,Parking,148 Carrer de Roger de Flor 08013,2,0,0,0,8013,Eixample,2
533,Interior Concesionario Letamendi,Superficie,177 Carrer de València 08011,1,0,1,0,8011,Eixample,2
534,Nissan San Andrés de Palomar,Superficie,51 Carrer de la Ciutat d'Asuncion 08030,0,0,1,1,8030,Sant Andreu,2
535,Parking NN Urgell,Parking,230 Carrer del Comte d'Urgell 08036,2,0,0,0,8036,Eixample,2
536,Bailen 93,Superficie,93 Carrer de Bailèn 08009,0,2,0,0,8009,Eixample,2
537,Pg. Joan de Borbó 68,Superficie,69 Passeig de Joan de Borbó 08003,0,2,0,0,8003,Ciutat Vella,2
538,Riera de Cassoles 6,Superficie,2 Carrer dels Madrazo 08012,0,2,0,0,8012,Gràcia,2
539,Riera de Cassoles 61,Superficie,60 Avinguda de la Riera de Cassoles 08012,0,2,0,0,8012,Gràcia,2
540,Pintor Tapiró 2-6,Superficie,5 Carrer del Pintor Tapiró 08028,0,2,0,0,8028,Sants-Montjuïc,2
541,"Lope de Vega, 158-160",Superficie,492 Carrer de Lope de Vega 08005,0,2,0,0,8005,Sant Martí,2
542,"Rosa Sensat, 14",Superficie,11 Carrer de Rosa Sensat 08005,0,2,0,0,8005,Sant Martí,2
543,"Arquitecte Moragas, 31",Superficie,38 Avinguda de Can Marcet 08035,0,2,0,0,8035,Horta-Guinardó,2
544,"Av. Josep Vicenç Foix, 86 Bis",Superficie,86 Avinguda de Josep Vicenç Foix 08034,0,2,0,0,8034,Les Corts,2
545,"Av. Esplugues, 52",Superficie,10 Carrer d'Eduard Toldrà 08034,0,2,0,0,8034,Les Corts,2
546,"Ciutat de Granada, 11",Superficie,8 Passatge de Mas de Roda 08005,0,2,0,0,8005,Sant Martí,2
547,"Rbla. Guipúscoa, 103",Superficie,103 Rambla de Guipúscoa 08020,0,2,0,0,8020,Sant Martí,2
548,"Rbla. Prim, 19",Superficie,17X Avinguda Diagonal 08019,0,2,0,0,8019,Sant Martí,2
549,"Cristobal de Moura, 24",Superficie,21 Carrer de Cristóbal de Moura 08019,0,2,0,0,8019,Sant Martí,2
550,"Fígols, 6",Superficie,11 Plaça del Sol de Baix 08028,0,2,0,0,8028,Sants-Montjuïc,2
551,"Av. Josep Tarradellas, 1",Superficie,1 Avinguda de Josep Tarradellas 08029,0,2,0,0,8029,Les Corts,2
552,"Pl. Dr. Letamendi, 30-33",Superficie,33 Plaça del Doctor Letamendi 08007,0,2,0,0,8007,Eixample,2
553,"Ausiàs March, 131",Superficie,114 Carrer d'Ausiàs Marc 08013,0,2,0,0,8013,Eixample,2
554,"Pg. Salvat Papasseit, 3",Superficie,10 Passeig de Salvat Papasseit 08003,0,2,0,0,8003,Ciutat Vella,2
555,"Via Laietana, 1",Superficie,9999 Plaça d'Antonio López 08002,0,2,0,0,8002,Ciutat Vella,2
556,c/ Europa 38,Superficie,38 Carrer d'Europa 08014,0,2,0,0,8014,Sants-Montjuïc,2
557,"Llull, 285",Superficie,288 Carrer de Llull 08019,0,2,0,0,8019,Sant Martí,2
558,República Dominicana,Superficie,54 Carrer de Ferran Junoy 08030,0,2,0,0,8030,Sant Andreu,2
559,"Lisboa, 9",Superficie,11 Carrer de Lisboa 08032,0,2,0,0,8032,Horta-Guinardó,2
560,"Rambla Badal, 167",Superficie,267 Carrer de Sants 08028,0,2,0,0,8028,Sants-Montjuïc,2
561,"Av. Vallcarca, 154",Superficie,150 Avinguda de Vallcarca 08023,0,2,0,0,8023,Gràcia,2
562,"D'Osi, 4",Superficie,1 Carrer d'Osi 08034,0,2,0,0,8034,Les Corts,2
563,"Av.Sarrià, 126",Superficie,132 Avinguda de Sarrià 08017,0,2,0,0,8017,Sarrià-St. Gervasi,2
564,"Balmes, 422",Superficie,422 Carrer de Balmes 08022,0,2,0,0,8022,Sarrià-St. Gervasi,2
565,"Ctra. Del Prat, 42",Superficie,42 Carretera del Prat 08038,0,2,0,0,8038,Sants-Montjuïc,2
566,"Bruc, 84",Superficie,84 Carrer del Bruc 08009,0,2,0,0,8009,Eixample,2
567,"Fontanella, 1",Superficie,1 Carrer de Fontanella 08010,0,2,0,0,8010,Eixample,2
568,"Còrsega, 264",Superficie,262 Carrer de Còrsega 08008,0,2,0,0,8008,Eixample,2
569,"Llançà, 16",Superficie,16 Carrer de Llança 08015,0,2,0,0,8015,Eixample,2
570,"Villarroel, 277",Superficie,271 Carrer de Villarroel 08036,0,2,0,0,8036,Eixample,2
571,"Torras i Bages, 11",Superficie,11 Passeig de Torras i Bages 08030,0,2,0,0,8030,Sant Andreu,2
572,"Llacuna, 149",Superficie,147 Carrer de la Llacuna 08018,0,2,0,0,8018,Sant Martí,2
573,"Llacuna, 149",Superficie,147 Carrer de la Llacuna 08018,0,2,0,0,8018,Sant Martí,2
574,"Av. Pearson, 20",Superficie,20 Avinguda de Pearson 08034,0,2,0,0,8034,Les Corts,2
575,"Via Favència, 169",Superficie,169 Via Favència 08042,0,2,0,0,8042,Nou Barris,2
576,HOTEL CATALONIA MIKADO,Hotel,2 Carrer d'Iradier 08017,2,0,0,0,8017,Sarrià-St. Gervasi,2
577,Mercadona Trav Les Corts,Tienda,142 Travessera de les Corts 08028,2,0,0,0,8028,Sants-Montjuïc,2
578,APK2 Plaza del Mar,Superficie,76 Passeig de Joan de Borbó 08003,2,0,0,0,8003,Ciutat Vella,2
579,"Supercharger Barcelona - L'Illa Diagonal, Spain",Centro comercial,583 Avinguda Diagonal 08017,0,0,0,0,8017,Sarrià-St. Gervasi,1
580,Parkmestres Parking,Parking,208 Carrer de París 08008,2,0,0,0,8008,Eixample,2
581,Carrer de la Diputació 244,Superficie,244 Carrer de la Diputació 08007,2,0,0,0,8007,Eixample,2
582,Mercadona calle Perú - Barcelona,Tienda,157 Carrer del Perú 08018,2,0,0,0,8018,Sant Martí,2
583,Mercadona calle Perú - Barcelona,Tienda,157 Carrer del Perú 08018,2,0,0,0,8018,Sant Martí,2
584,Hotel Ohla Eixample,Hotel,291 Carrer de Còrsega 08008,2,0,0,0,8008,Eixample,2
585,Hotel Olivia Balmes,Hotel,250 Carrer de Provença 08008,2,0,0,0,8008,Eixample,2
586,Hotel Gallery Barcelona,Hotel,251 Carrer del Rosselló 08008,2,0,0,0,8008,Eixample,2
587,Feníe Energía/0438,Superficie,181 Carrer de Còrsega 08036,2,0,0,0,8036,Eixample,2
588,Mercadona Duero,Tienda,19 Carrer del Duero 08031,2,0,0,0,8031,Nou Barris,2
589,Hotel Alimara,Hotel,126 carrer de Berruguete 08035,2,0,0,0,8035,Horta-Guinardó,2
590,parking ortigosa,Parking,23 Carrer d'Amadeu Vives 08003,2,0,0,0,8003,Ciutat Vella,2
591,"Parking Massens - carrer Massens, 73",Parking,73 Carrer de Massens 08024,2,0,0,0,8024,Horta-Guinardó,2
592,Zeromotorcycles BCN,Concesionario,216 Carrer de Còrsega 08036,1,1,0,0,8036,Eixample,2
593,ACTA VORAPORT,Hotel,35X Carrer de la Llacuna 08005,2,0,0,0,8005,Sant Martí,2
594,La Maquinista Motos,Centro comercial,16I Carrer de Ferran Junoy 08030,0,2,0,0,8030,Sant Andreu,2
595,Aldi Numancia 88,Tienda,90 Carrer de Numància 08029,2,0,0,0,8029,Les Corts,2
596,Mercadona Bonaventura Muñoz,Tienda,37 Carrer de Buenaventura Muñoz 08018,2,0,0,0,8018,Sant Martí,2
597,Mercadona Bonaventura Muñoz,Tienda,37 Carrer de Buenaventura Muñoz 08018,2,0,0,0,8018,Sant Martí,2
598,El Corte Inglés Can Dragó,Centro comercial,48 Passeig d'Andreu Nin 08016,2,0,0,0,8016,Nou Barris,2
599,AUDI zona franca,Concesionario,61 Carrer A 08040,1,0,1,0,8040,Sants-Montjuïc,2
600,Mercadona Calle Aneto,Tienda,3 Carrer d'Inca 08031,2,0,0,0,8031,Nou Barris,2
601,HOTEL BARCELONA 1882,Hotel,509 Carrer de Còrsega 08025,2,0,0,0,8025,Horta-Guinardó,2
602,Mercadona Magòria-La Campana,Tienda,187 Gran Via de les Corts Catalanes 08014,2,0,0,0,8014,Sants-Montjuïc,2
603,1583001418,Superficie,158 Carrer de Pau Claris 08009,2,0,0,0,8009,Eixample,2
604,1591001018,Superficie,19 Carrer d'Escuder 08003,2,0,0,0,8003,Ciutat Vella,2
605,Mercadona - C. Veneçuela - Sant Martí,Centro comercial,96 Carrer de Puigcerdà 08019,2,0,0,0,8019,Sant Martí,2
606,Parking Rius,Parking,480 Carrer de València 08013,2,0,0,0,8013,Eixample,2
607,Hotel Catalonia Diagonal Centro,Hotel,142 Carrer de Balmes 08008,1,0,0,0,8008,Eixample,1
608,ilunion les corts spa,Parking,11Bis Carrer del Cardenal Reig 08028,1,0,0,0,8028,Sants-Montjuïc,1
609,Parking Sicilia,Parking,259 Carrer de Sicília 08025,1,1,0,0,8025,Horta-Guinardó,2
610,Aparthotel Silver,Hotel,28 Carrer de Bretón de los Herreros 08012,1,1,0,0,8012,Gràcia,2
611,Hotel Crowne Plaza,Hotel,1 Avinguda de Rius i Taulet 08004,0,0,0,0,8004,Sants-Montjuïc,1
612,Barna parking,Parking,231 Carrer del Rosselló 08008,2,0,0,0,8008,Eixample,2
613,Parking Galvany,Parking,36 Carrer de Calaf 08021,2,0,0,0,8021,Sarrià-St. Gervasi,2
614,Parking Clot saba,Parking,1-103 Carrer Marconi 08018,0,2,0,0,8018,Sant Martí,2
615,Parking Clot saba,Parking,1-103 Carrer Marconi 08018,0,2,0,0,8018,Sant Martí,2
616,SABA,Superficie,28 Avinguda Parc Logístic 08040,0,2,0,0,8040,Sants-Montjuïc,2
617,Hotel Miramar Barcelona (Tesla DC),Hotel,15 Carretera Antiga de Montjuïc 08038,1,0,0,0,8038,Sants-Montjuïc,1
618,Catalunya wagen,Concesionario,61 Carrer Lletra A de la Zona Franca 08040,2,0,0,0,8040,Sants-Montjuïc,2
619,Cementirio Sant Andreu,Superficie,28 Carrer dels Garrofers 08016,1,1,0,0,8016,Nou Barris,2
620,Garaje Atarazanas,Parking,7 Carrer del Portal de Santa Madrona 08001,2,0,0,0,8001,Ciutat Vella,2
621,Parking Nh Sants - Promoparc,Parking,72 Carrer de Numància 08029,0,2,0,0,8029,Les Corts,2
622,Campus Universitat Politécnica de Catalunya,Parking,37 Carrer de Sor Eulàlia d'Anzizu 08034,0,2,0,0,8034,Les Corts,2
623,EL NOU RAVAL SL,Parking,124 Carrer de l'Hospital 08001,0,2,0,0,8001,Ciutat Vella,2
624,Hotel Pullman Barcelona Skipper,Hotel,8 Avinguda del Litoral 08005,0,2,0,0,8005,Sant Martí,2
625,BARFIRAHOSPITALETPABELLO8_01,Superficie,81 Carrer de l'Urani 08038,1,0,0,0,8038,Sants-Montjuïc,1
626,"Endesa CPO Av. Joan Carles I, 64, 08908 L'Hospitalet de Llobregat, Barcelona, Spain",Superficie,81 Carrer de l'Urani 08038,1,0,0,0,8038,Sants-Montjuïc,1
627,Bluespace - Rambla Guipuzcoa,Parking,159 Carrer de Guipúscoa 08020,0,0,1,0,8020,Sant Martí,1
628,Fundacion Ampans,Hotel,2 Carrer Major del Rectoret 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
629,NH Collection Barcelona Pódium,Superficie,8 Carrer de Bailèn 08010,1,0,0,0,8010,Eixample,1
630,MOEVE-ES113690-PARIS URGEL,Superficie,219 Carrer del Comte d'Urgell 08036,0,0,1,0,8036,Eixample,1
631,MOEVE-ES113690-PARIS URGEL,Superficie,219 Carrer del Comte d'Urgell 08036,0,0,1,0,8036,Eixample,1
632,Hotel Best Western Dante,Hotel,181 Carrer de Mallorca 08036,1,0,0,0,8036,Eixample,1
633,Condis Horta-Guinardó,Tienda,417 Passeig Maragall 08032,1,0,0,0,8032,Horta-Guinardó,1
634,Parking Roma 2000,Parking,7B Carrer de València 08015,1,0,0,0,8015,Eixample,1
635,BARCCARRERDELMASCASANOVASABA02,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
636,BARCCARRERDELMASCASANOVASABA01,Superficie,82 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
637,BARCCARRERDELMASCASANOVASABA04,Superficie,82 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
638,BARCCARRERDELMASCASANOVASABA03,Superficie,82 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
639,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
640,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
641,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
642,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
643,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
644,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
645,Endesa CPO - C/ de Joan Güell,Superficie,607B Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
646,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
647,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
648,Endesa CPO - C/ de Joan Güell,Superficie,611 Avinguda Diagonal 08028,1,0,0,0,8028,Sants-Montjuïc,1
649,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,1,0,0,0,8007,Eixample,1
650,Endesa CPO - SABA - Travessera de Gràcia,Superficie,45 Travessera de Gràcia 08021,1,0,0,0,8021,Sarrià-St. Gervasi,1
651,"Endesa CPO SABA - Pg. de Gràcia, 33, L'Eixample, 08007 Barcelona, Spain",Superficie,33 Passeig de Gràcia 08007,1,0,0,0,8007,Eixample,1
652,BCNPASSEIGDEGRACIA03,Superficie,84 Passeig de Gràcia 08008,1,0,0,0,8008,Eixample,1
653,BCNPASSEIGDEGRACIA04,Superficie,84 Passeig de Gràcia 08008,1,0,0,0,8008,Eixample,1
654,BCNPASSEIGDEGRACIA02,Superficie,84 Passeig de Gràcia 08008,1,0,0,0,8008,Eixample,1
655,BCNPASSEIGDEGRACIA01,Superficie,90 Passeig de Gràcia 08008,1,0,0,0,8008,Eixample,1
656,BARCCARRERDELMASCASANOVASABA10,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
657,BARCCARRERDELMASCASANOVASABA08,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
658,BARCCARRERDELMASCASANOVASABA07,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
659,BARCCARRERDELMASCASANOVASABA09,Superficie,65 Carrer del Mas Casanovas 08041,1,0,0,0,8041,Horta-Guinardó,1
660,BCBARCELOOCCIDENTALATENEAMAR01,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0,8019,Sant Martí,1
661,BCBARCELOOCCIDENTALATENEAMAR03,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0,8019,Sant Martí,1
662,BCBARCELOOCCIDENTALATENEAMAR04,Superficie,37 Passeig de Garcia Fària 08019,1,0,0,0,8019,Sant Martí,1
663,BPARKIACORACHAN01,Superficie,5 Plaça de Manuel Corachán 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
664,BPARKIACORACHAN02,Superficie,5 Plaça de Manuel Corachán 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
665,BPARKIAMARAGALL01,Superficie,50 Passeig Maragall 08041,1,0,0,0,8041,Horta-Guinardó,1
666,BPARKIABORN01,Superficie,4 Plaça Comercial 08003,1,0,0,0,8003,Ciutat Vella,1
667,BPARKIAMARAGALL02,Superficie,52 Passeig Maragall 08041,1,0,0,0,8041,Horta-Guinardó,1
668,BPARKIABORN2,Superficie,2 Plaça Comercial 08003,1,0,0,0,8003,Ciutat Vella,1
669,Endesa CPO - Avinguda Diagonal,Superficie,595 Avinguda Diagonal 08014,1,0,0,0,8014,Sants-Montjuïc,1
670,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
671,Endesa CPO - Avinguda Diagonal,Superficie,595 Avinguda Diagonal 08014,1,0,0,0,8014,Sants-Montjuïc,1
672,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
673,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
674,Endesa CPO - Via Augusta,Superficie,353 Via Augusta 08017,1,0,0,0,8017,Sarrià-St. Gervasi,1
675,BARMARRIOTFORUM04,Superficie,278 Passeig del Taulat 08019,1,0,0,0,8019,Sant Martí,1
676,BARCPARKINGFIRAGRANVIABARCELONA08,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
677,BARCPARKINGFIRAGRANVIABARCELONA07,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
678,BARCPARKINGFIRAGRANVIABARCELONA06,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
679,BARCPARKINGFIRAGRANVIABARCELONA05,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
680,BARMARRIOTFORUM03,Superficie,278 Passeig del Taulat 08019,1,0,0,0,8019,Sant Martí,1
681,BARMARRIOTFORUM02,Superficie,278 Passeig del Taulat 08019,1,0,0,0,8019,Sant Martí,1
682,BARMARRIOTFORUM01,Superficie,278 Passeig del Taulat 08019,1,0,0,0,8019,Sant Martí,1
683,BARCPARKINGFIRAGRANVIABARCELONA03,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
684,BARCPARKINGFIRAGRANVIABARCELONA02,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
685,BARCPARKINGFIRAGRANVIABARCELONA01,Superficie,31 Carrer del Foc 08038,1,0,0,0,8038,Sants-Montjuïc,1
686,Endesa CPO - Carrer de la Ciutat d'Asuncion,Superficie,36 Carrer de la Ciutat d'Asuncion 08030,0,0,0,0,8030,Sant Andreu,1
687,"Endesa CPO Fira Pabellon 8, 08908 L'Hospitalet de Llobregat, Barcelona, Spain",Superficie,18U Carrer dels Alts Forns 08038,1,0,0,0,8038,Sants-Montjuïc,1
688,"Endesa CPO Fira Pabellon 8, 08908 L'Hospitalet de Llobregat, Barcelona, Spain",Superficie,32 Carrer dels Alts Forns 08038,1,0,0,0,8038,Sants-Montjuïc,1
689,BARFIRAHOSPITALETPABELLO8_01,Superficie,32 Carrer dels Alts Forns 08038,1,0,0,0,8038,Sants-Montjuïc,1
